Seq_Number,ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,YEAR,IS_BANKRUPT
3265,3.81,10.83,4.56,1.25,1.31,1.53,436.61,12.27,205.95,46.73,0.65,1.84,2.84,18.16,64.82,17.46,1.95,0.0,17.17,165.92,-1.5,-5.18,-3.9,0.56,0.64,0.84,949.06,39.62,525.17,104.07,0.71,2.46,3.46,13.55,71.08,8.09,0.83,0.0,39.23,272.31,-7.5,-32.81,-18.6,0.29,0.55,0.65,901.95,138.44,516.65,48.62,0.69,3.02,4.37,8.2,69.0,7.86,0.54,0.0,27.79,470.4,15,0
3266,-9.47,-13.79,-17.93,0.14,0.67,1.88,691.25,64.19,105.17,147.08,0.24,0.35,1.46,4.98,31.35,-5.04,1.12,2.95,27.36,467.28,-1.12,-1.61,-2.55,0.1,1.07,2.06,826.32,123.17,119.81,126.31,0.24,0.34,1.43,13.77,30.15,31.35,1.14,0.85,33.81,4353.35,-4.19,-6.05,-13.45,0.11,0.48,1.96,1169.91,76.24,149.19,306.77,0.25,0.36,1.44,11.29,24.99,15.67,1.17,5.04,36.13,275.77,15,0
3267,0.74,1.43,5.26,0.42,0.51,0.95,5158.44,101.11,1158.41,506.76,0.48,0.93,1.93,23.31,48.1,8.04,0.96,2.56,159.47,-129.73,0.74,1.43,5.26,0.42,0.51,0.95,2572.15,101.11,1158.41,506.76,0.48,0.93,1.93,23.31,48.1,8.04,0.96,2.56,159.47,-129.73,1.38,3.33,7.35,0.23,0.34,0.68,1933.31,125.16,1117.69,377.26,0.58,1.41,2.41,21.27,58.45,19.85,0.69,0.0,105.6,-349.01,15,0
3268,-0.04,-0.1,-0.03,0.49,0.65,0.65,272.34,22.36,143.81,0.0,0.57,1.33,2.33,14.72,57.02,68.96,0.72,0.0,11.02,24.59,10.56,21.92,8.54,0.44,1.25,1.25,294.49,121.61,149.99,0.0,0.52,1.08,2.08,23.97,51.83,72.91,1.39,0.0,10.85,22.66,4.05,11.22,5.19,0.25,0.74,0.74,466.47,144.32,294.03,,0.64,1.77,2.77,13.48,63.93,26.0,0.69,0.0,12.08,31.05,15,0
3269,49.23,92.83,31.44,1.14,1.71,1.71,233.12,60.91,107.64,0.1,0.47,0.89,1.89,68.12,46.97,128.64,2.74,0.0,12.06,22.5,32.4,90.01,24.2,0.28,0.95,0.95,271.8,114.76,171.27,0.08,0.64,1.78,2.78,32.4,64.0,65.37,0.94,0.0,0.0,0.0,19.96,33.78,,1.25,1.85,1.85,444.54,106.53,179.7,0.17,0.41,0.69,1.69,19.96,40.92,81.47,2.53,0.0,0.0,0.0,15,0
3270,0.33,0.83,7.72,0.18,0.55,1.28,8658.83,973.4,1992.26,2014.28,0.36,0.92,2.56,9.2,60.9,29.85,0.69,8.56,210.57,-88.35,0.44,1.45,19.05,0.09,0.47,1.04,15935.86,2023.38,3957.87,3141.84,0.56,1.87,3.33,7.43,69.96,15.95,0.78,28.14,306.36,-62.23,0.39,2.02,31.47,0.01,0.44,0.79,29562.6,4758.57,1896.77,3791.92,0.65,3.38,5.2,4.63,64.9,9.97,0.64,40.88,248.07,-67.87,15,0
3271,-0.33,-0.34,-1.04,10.01,10.87,12.42,1157.91,22.93,26.66,42.03,0.02,0.02,1.02,-0.33,2.33,672.71,1.38,0.0,0.0,0.0,-0.44,-0.57,-2.94,18.31,23.96,30.36,2415.67,86.07,15.22,98.74,0.23,0.29,1.29,-0.44,22.66,5.31,0.97,0.0,0.0,0.0,-7.4,-10.29,-37.94,5.35,15.27,18.7,1867.06,128.61,12.96,44.39,0.28,0.39,1.39,-7.4,28.16,21.99,0.83,0.0,0.0,0.0,15,0
3272,6.71,-36.42,31.46,0.04,0.05,0.31,1711.41,25.13,1998.93,530.6,1.18,-6.43,-5.43,6.71,118.42,13.51,-0.3,0.0,0.0,0.0,-5.16,23.12,-12.58,0.05,0.13,0.35,886.94,81.09,1072.99,238.17,1.22,-5.48,-4.48,-5.16,122.32,6.26,-0.39,0.0,0.0,0.0,19.78,28.95,94.48,2.85,3.73,11.61,1738.93,74.67,84.71,667.6,0.32,0.46,1.46,21.42,31.68,90.95,2.22,0.0,7.87,10.59,15,0
3273,-0.1,-2.21,,0.06,0.24,0.93,,,,,0.95,20.58,21.58,-0.1,95.37,-0.11,0.82,0.0,,,-2.25,-294.12,-2.93,0.01,0.2,0.65,474.12,74.55,359.96,178.25,0.96,125.09,130.96,0.4,99.24,9.87,0.28,6.52,3.45,-680.19,-3.01,-31.5,-8.31,0.01,0.51,0.87,1003.75,332.24,624.59,241.98,0.87,9.11,10.45,-0.85,90.43,7.45,0.56,3.72,5.97,-24.51,15,0
3274,-2.2,-60.65,-4.35,0.29,0.29,0.64,720.43,1.92,569.82,203.96,0.96,26.55,27.55,14.48,96.37,11.56,0.4,15.55,32.92,-115.78,0.58,15.34,2.65,0.24,0.26,0.81,1662.78,31.23,1417.31,788.83,0.96,25.47,26.47,18.48,96.22,13.12,0.43,9.25,81.78,-209.84,-3.84,109.68,-142.64,1.09,1.09,1.14,13510.89,44.87,10825.33,505.08,1.04,-29.54,-28.54,-2.79,103.5,-2.53,2.49,0.44,38.94,-21.13,15,0
3275,-1.11,-1.11,,990.0,990.0,990.0,,,,,0.0,0.0,1.0,-1.11,0.1,-1100.0,,0.1,,,6.67,14.0,10.34,0.15,0.95,1.29,563.9,75.31,80.21,32.22,0.35,0.74,2.1,12.73,52.32,38.66,0.87,15.86,9.38,28.47,1.66,2.9,3.49,1.1,6.28,6.89,764.34,179.15,32.18,21.13,0.28,0.48,1.75,8.47,27.63,35.05,1.18,19.96,10.48,33.2,15,0
3276,14.51,15.9,28.66,5.27,6.5,9.34,721.07,69.49,56.32,162.01,0.09,0.1,1.1,25.52,8.78,252.39,3.55,0.0,21.76,70.69,8.42,9.28,15.75,6.02,7.43,10.95,681.3,69.44,48.93,174.21,0.09,0.1,1.1,18.88,9.28,189.33,4.5,0.0,19.59,128.69,4.44,4.89,7.93,7.87,9.2,12.17,649.99,56.72,42.82,127.22,0.09,0.1,1.1,14.86,8.71,172.61,4.88,0.0,13.43,62.49,15,0
3277,-3.38,-5.95,-13.82,0.25,0.96,5.15,1492.15,50.69,71.88,305.87,0.38,0.67,1.76,19.43,43.2,16.44,1.19,0.0,93.26,287.63,-12.64,-24.44,-46.6,0.21,0.63,3.03,1342.46,40.87,97.6,238.17,0.43,0.84,1.93,11.62,48.3,-4.95,1.12,0.0,89.47,651.69,-6.67,-13.85,-25.05,0.0,0.56,2.55,1367.72,73.55,131.2,260.39,0.48,0.99,2.08,18.24,47.68,8.66,1.13,0.0,65.11,330.57,15,0
3278,1.39,2.75,2.46,0.05,0.77,1.33,644.1,138.38,189.88,107.76,0.33,0.65,1.97,8.77,49.34,29.56,0.86,0.0,13.02,45.34,0.58,1.08,0.86,0.1,0.6,1.29,544.15,79.52,160.45,112.92,0.32,0.59,1.88,8.06,46.7,28.88,0.89,0.0,11.18,45.03,1.95,3.54,2.41,0.14,0.87,1.43,449.26,99.03,135.14,74.94,0.32,0.58,1.81,9.86,31.87,28.53,0.99,0.0,6.71,31.72,15,0
3279,1.41,1.84,3.46,0.49,0.81,4.21,898.18,20.26,60.7,219.39,0.1,0.13,1.31,26.11,23.45,137.32,1.12,0.33,60.79,183.46,-0.4,-0.51,-0.99,0.53,0.81,4.58,904.23,17.67,64.77,247.54,0.1,0.12,1.28,25.04,22.02,122.61,1.19,0.0,63.18,158.06,1.0,1.27,2.24,0.93,1.42,4.97,818.61,30.61,52.7,220.35,0.1,0.13,1.27,27.53,10.44,126.89,1.3,1.88,42.35,121.23,15,0
3280,0.6,1.06,1.49,0.01,0.21,0.76,905.57,51.16,158.07,143.9,0.37,0.66,1.77,13.14,43.4,38.43,0.82,16.06,31.12,93.43,1.48,2.25,3.14,0.01,0.22,0.76,772.96,43.27,109.83,111.24,0.3,0.46,1.53,16.05,34.45,50.91,0.86,12.66,30.96,114.0,2.94,4.25,5.83,0.0,0.29,0.86,721.7,46.23,79.01,94.9,0.28,0.4,1.44,19.32,27.76,51.77,0.91,14.71,24.06,71.32,15,0
3281,4.94,14.93,19.25,0.02,0.31,0.62,1423.19,114.11,109.08,125.16,0.47,1.41,3.03,10.26,66.94,22.76,0.58,24.02,20.75,57.93,0.41,1.12,2.03,0.01,0.11,0.48,1800.88,44.79,188.34,176.03,0.44,1.19,2.73,6.15,63.35,17.59,0.59,17.79,28.38,143.8,-0.98,-3.47,-7.02,0.0,0.47,0.74,2606.4,378.87,328.09,216.19,0.46,1.62,3.54,3.21,45.77,9.28,0.54,22.96,21.58,1277.33,15,0
3282,-7.57,-12.42,-26.82,1.56,2.08,4.5,1293.79,48.42,94.53,232.34,0.34,0.55,1.64,3.88,39.1,12.17,1.29,12.32,40.55,2231.1,-8.66,-13.63,-24.6,0.84,1.4,3.79,1034.73,44.51,89.04,216.46,0.33,0.52,1.57,4.69,36.48,17.2,1.29,10.48,37.95,500.34,0.04,0.06,0.12,0.73,0.97,1.97,1203.08,57.12,95.79,252.99,38.0,64.17,1.69,12.5,38.0,24.64,1.3,20.84,29.1,190.09,15,0
3283,1.98,5.28,6.72,0.03,0.11,0.46,1237.91,42.13,556.22,199.93,0.56,1.49,2.67,6.8,62.5,19.04,0.6,3.53,16.34,326.64,0.93,2.7,3.52,0.04,0.2,0.55,1379.69,110.75,581.66,260.88,0.6,1.76,2.91,4.87,65.66,14.59,0.57,12.5,14.96,513.84,0.95,2.92,2.87,0.05,0.23,0.45,1102.44,89.77,409.76,138.26,0.63,1.94,3.08,4.76,63.13,16.22,0.51,18.71,8.23,214.99,15,0
3284,40.06,43.78,21.42,9.41,9.41,9.41,122.46,,16.34,,0.08,0.09,1.09,40.06,8.49,489.82,4.56,0.0,0.0,0.0,21.9,27.45,73.01,3.05,3.62,3.62,1213.62,138.41,242.84,,0.2,0.25,1.25,21.9,20.23,137.18,3.03,0.0,0.0,0.0,11.92,14.52,,4.5,5.13,5.13,,,,,17.93,21.85,1.22,11.92,17.93,107.18,5.16,0.0,,0.0,15,0
3285,78.35,80.8,598.08,16.61,17.07,18.68,2786.07,15.19,32.59,52.97,0.01,0.01,1.03,79.66,3.02,6669.15,1.27,0.0,9.93,20.41,9.29,9.74,53.28,11.52,11.71,12.27,2087.26,10.36,56.55,32.2,0.03,0.03,1.05,10.51,4.65,336.76,1.44,0.0,7.0,9.87,8.61,8.89,57.89,10.6,11.27,12.0,2447.71,46.42,68.85,49.93,0.03,0.03,1.03,9.84,3.21,300.06,1.47,0.0,8.28,12.04,15,0
3286,-6.34,-7.26,-23.99,5.09,5.84,10.23,1381.08,57.27,56.59,341.27,0.11,0.13,1.15,19.29,12.71,66.83,2.16,2.69,96.99,449.03,-8.51,-10.63,-29.82,2.04,2.7,5.12,1275.4,86.02,64.35,321.49,0.16,0.2,1.25,18.34,19.92,35.99,1.8,6.72,94.06,870.38,-5.32,-6.33,-15.41,2.74,3.23,6.53,1054.35,41.77,70.6,284.7,0.12,0.14,1.19,27.89,11.9,69.38,1.88,1.6,65.39,419.54,15,0
3287,11.94,67.14,51.47,2.61,3.84,5.82,1573.41,133.22,108.27,216.84,0.69,3.86,5.62,17.64,82.22,21.75,1.03,4.96,24.56,-107.77,0.31,1.68,1.42,0.62,2.0,3.44,1659.42,185.23,134.23,196.01,0.68,3.69,5.4,6.55,81.48,5.55,1.09,2.17,28.44,2529.76,5.4,25.21,36.52,0.35,0.83,2.02,2460.51,190.02,398.44,475.93,0.65,3.03,4.67,11.21,65.01,13.78,1.05,0.0,27.9,66.75,15,0
3288,-0.3,-1.15,-0.49,0.12,0.42,0.68,603.65,71.84,216.81,64.89,0.74,2.86,3.86,8.26,74.09,8.17,0.86,4.69,14.15,-71.71,-52.47,869.02,-73.56,-0.01,0.09,0.27,510.3,36.49,202.24,70.24,1.06,-17.56,-16.56,-36.49,106.04,-22.12,0.34,33.96,22.41,-55.53,-15.81,-27.3,-53.64,0.44,0.56,0.84,1235.05,59.55,509.69,145.64,0.42,0.72,1.73,-10.25,41.87,-15.83,0.91,0.0,13.41,-27.39,15,0
3289,2.91,3.5,4.97,2.51,4.01,8.0,624.28,55.4,36.88,149.01,0.16,0.19,1.21,22.22,17.07,71.15,1.77,8.13,33.03,84.42,0.48,0.56,0.96,2.69,4.43,9.38,726.83,68.42,39.43,198.06,0.12,0.14,1.15,21.54,13.22,72.97,1.91,4.86,42.05,110.4,-0.32,-0.35,-0.7,1.26,2.77,7.17,799.75,82.54,48.87,258.23,0.08,0.09,1.11,21.62,8.45,100.95,1.95,1.25,33.82,87.74,15,0
3290,-3.74,-4.81,-84.21,4.66,5.1,7.29,8207.57,144.56,329.19,729.14,0.11,0.14,1.28,4.68,22.08,89.21,1.38,0.0,189.47,-77.87,-3.2,-5.88,-91.4,0.73,0.9,1.12,10389.84,462.31,2711.23,621.88,0.3,0.55,1.84,3.15,45.53,18.53,0.89,0.0,181.41,-81.43,-4.84,-9.38,-245.17,0.1,0.18,0.42,18441.61,420.37,5475.24,1296.73,0.33,0.64,1.94,1.69,33.13,13.01,0.83,0.0,220.29,-46.23,15,0
3291,-2.01,-4.19,-3.99,0.72,1.54,1.81,722.72,36.02,44.13,12.15,0.18,0.38,2.08,20.29,51.93,33.87,0.66,0.0,44.16,78.05,0.99,1.83,1.79,-0.07,-0.32,-0.4,659.51,34.49,-139.03,10.95,0.12,0.23,1.86,26.35,46.24,77.52,0.94,21.29,45.96,73.69,-4.07,-9.52,-10.74,0.09,1.31,1.38,961.46,235.35,34.5,13.71,0.3,0.71,2.34,12.57,30.24,11.59,0.72,16.62,31.65,60.63,15,0
3292,-12.98,-19.63,-67.56,0.18,0.45,0.9,1899.33,127.89,221.14,215.36,0.33,0.5,1.51,8.41,33.86,40.76,0.95,13.31,111.3,-266.13,-11.29,-16.35,-54.53,0.12,0.13,1.09,1758.11,6.01,188.06,345.74,0.3,0.44,1.45,15.37,30.96,66.2,1.01,9.67,128.76,-101085.19,-3.74,-8.13,-23.2,0.01,0.76,1.09,2260.32,748.89,205.78,326.96,0.53,1.16,2.18,17.1,53.41,20.99,1.05,35.45,92.54,1598.08,15,0
3293,-39.87,-1435.31,-11.34,0.55,0.88,0.88,93.25,1.05,99.51,,0.97,35.0,36.0,-39.87,97.22,-41.01,0.2,0.0,0.0,0.0,8.13,71.14,26.62,0.94,0.94,0.94,1192.19,,1044.38,,0.89,7.75,8.75,8.13,88.57,9.18,0.68,0.0,0.0,0.0,1.5,43.17,3.68,0.11,0.17,0.17,889.24,47.36,848.8,,96.51,2768.3,28.68,1.5,96.51,11.73,0.04,0.0,0.0,0.0,15,0
3294,2.7,14.73,9.42,0.52,0.59,0.59,1271.25,61.87,959.63,,0.82,4.45,5.45,2.7,81.65,22.4,0.33,0.0,0.0,0.0,10.17,21.52,19.29,0.35,0.35,0.35,690.67,,418.7,,0.53,1.12,2.12,10.17,52.75,43.93,0.6,0.0,0.0,0.0,1.92,4.1,8.58,0.04,0.41,0.41,1623.6,364.48,982.48,,0.53,1.13,2.13,1.92,53.04,3.63,0.63,0.0,0.0,0.0,15,0
3295,9.72,-5.6,2.84,0.36,0.36,0.36,106.57,,287.67,,2.74,-1.58,-0.58,9.72,273.68,54.38,-4144.0,0.0,0.0,0.0,62.55,-1038.74,31.21,0.94,0.94,0.94,181.61,,190.43,,1.06,-17.61,-16.61,68.09,106.02,59.0,,0.0,2.76,7.45,1.22,97.53,2.06,1.01,1.01,1.01,611.41,0.84,597.09,,0.99,78.63,79.63,10.47,98.74,1.24,,0.0,15.52,38.93,15,0
3296,-0.95,-1.9,-2.05,0.18,0.2,0.63,786.38,5.14,136.31,160.96,0.5,1.0,2.0,41.17,50.07,51.06,0.75,29.64,90.74,-582.4,0.26,0.71,0.94,0.47,0.52,0.81,1320.27,43.01,100.25,238.51,0.64,1.75,2.75,53.22,63.63,8.91,0.74,56.15,192.1,1297.04,-7.97,-24.77,-35.05,0.61,0.66,0.92,1601.25,52.71,69.4,279.79,0.68,2.11,3.11,49.15,67.83,15.48,0.85,63.66,251.25,8080.49,15,0
3297,-2.65,-2.83,-10.47,0.18,0.83,9.24,1445.18,43.03,65.91,567.23,0.07,0.07,1.07,17.41,6.67,143.38,1.66,0.04,79.4,234.18,-0.56,-1.74,-3.72,0.04,0.36,0.81,2432.7,149.85,150.89,213.32,0.38,1.19,3.13,2.95,68.05,17.71,0.58,26.52,23.46,114.86,0.0,0.01,0.02,0.08,0.27,1.22,2202.51,42.93,102.67,210.11,0.34,1.0,2.97,3.83,33.61,32.22,0.61,25.02,16.31,97.6,15,0
3298,22.02,59.6,58.46,0.64,0.75,1.15,969.12,43.01,240.62,163.76,0.63,1.71,2.71,43.57,63.06,53.71,1.08,19.61,57.22,-123.57,4.46,12.36,17.91,0.06,0.76,1.05,1462.95,521.54,680.68,217.2,0.64,1.77,2.77,28.85,63.94,24.57,1.02,4.21,98.04,-128.01,8.1,21.17,35.07,0.27,1.1,1.45,1575.45,424.19,437.79,178.84,0.57,1.49,2.61,33.09,56.86,28.49,1.15,22.21,79.57,-171.39,15,0
3299,-4.39,-6.11,-7.45,0.09,0.71,1.78,620.18,76.87,73.35,139.36,0.28,0.39,1.39,14.92,28.17,18.73,1.25,14.55,32.81,103.85,1.47,1.9,1.99,0.42,2.54,6.82,494.43,61.22,28.81,125.14,0.23,0.3,1.3,23.07,22.86,56.48,1.56,14.45,29.34,66.94,0.09,0.12,0.14,0.55,1.8,4.91,545.53,63.24,50.42,156.76,0.25,0.34,1.34,21.2,25.45,42.03,1.66,13.51,22.64,55.36,15,0
3300,-39.49,-114.32,-87.24,1.56,1.56,1.56,225.32,,508.73,,0.64,1.85,2.89,-39.49,65.45,-61.74,,0.0,0.0,0.0,44.82,88.07,17.55,1.93,2.05,2.16,142.54,7.99,64.29,6.69,0.46,0.9,1.97,67.05,49.11,98.29,,0.0,8.71,23.21,10.06,13.37,3.22,2.84,3.79,4.04,116.58,27.35,28.57,6.91,24.78,32.95,1.33,40.13,24.78,40.58,,0.0,9.63,58.91,15,0
3301,1.35,2.55,4.22,0.39,0.63,1.96,1145.96,45.78,190.91,258.77,0.24,0.45,1.89,34.95,47.14,63.62,0.83,0.0,105.51,-250.14,-8.83,-20.26,-63.37,0.08,0.16,1.17,2611.02,71.61,501.71,873.1,0.39,0.89,2.29,25.56,56.4,4.05,0.75,13.65,246.72,-160.16,2.47,4.72,10.33,0.01,0.17,1.86,1522.92,44.33,280.07,473.61,0.29,0.56,1.91,38.04,29.07,44.14,0.84,0.0,113.56,-129.35,15,0
3302,-4.32,-12.06,-5.1,0.0,0.12,0.51,430.89,25.78,186.51,89.65,0.6,1.68,2.79,7.07,64.17,1.08,0.58,8.63,13.44,154.86,-16.46,-87.46,-22.53,0.0,0.28,0.56,498.11,74.45,218.47,78.12,0.77,4.12,5.31,-2.29,81.18,-14.15,0.57,26.19,19.4,-394.63,4.63,18.65,9.68,0.0,0.12,0.45,761.64,46.72,306.76,134.02,71.7,289.14,4.03,15.95,71.7,15.2,0.55,25.32,16.17,50.79,15,0
3303,23.3,24.78,24.62,13.77,14.42,16.79,385.63,14.65,22.65,54.46,0.06,0.06,1.06,23.3,5.96,391.19,,0.0,0.0,0.0,21.32,26.04,34.98,4.65,4.65,5.51,597.27,,107.21,93.15,0.18,0.22,1.22,21.32,18.15,117.45,,0.0,0.0,0.0,34.99,42.14,50.68,4.2,5.5,5.9,527.14,115.11,88.35,35.0,0.17,0.2,1.2,34.99,16.95,206.49,,0.0,0.0,0.0,15,0
3304,11.08,14.88,11.15,0.01,0.04,2.5,367.04,3.23,40.06,230.17,0.26,0.34,1.34,11.08,25.53,120.1,2.07,14.47,0.0,0.0,22.52,28.94,17.7,0.04,3.07,6.79,286.08,83.42,10.82,103.94,0.22,0.29,1.29,22.52,22.2,168.93,2.69,18.37,0.0,0.0,0.97,1.15,1.01,0.02,6.43,10.76,381.23,149.91,16.46,101.22,0.16,0.19,1.19,0.97,15.7,114.05,2.82,11.33,0.0,0.0,15,0
3305,0.17,0.38,0.27,0.06,0.45,1.48,572.28,41.86,96.17,114.29,0.52,1.16,2.25,18.87,55.53,25.33,1.02,19.98,29.32,80.86,0.18,0.43,0.33,0.02,0.26,1.28,691.52,47.97,186.45,208.45,0.57,1.39,2.45,18.1,59.11,19.99,1.07,16.38,34.06,108.35,0.64,1.38,0.88,0.12,0.44,1.31,501.74,41.66,65.04,113.93,0.51,1.1,2.15,21.39,51.29,20.46,1.08,27.39,19.84,65.69,15,0
3306,-11.5,-87.51,-13.49,0.14,0.55,0.55,428.2,121.35,293.92,0.69,0.87,6.61,7.61,6.96,86.86,22.72,0.51,0.0,21.65,39.48,-14.31,-732.82,-12.49,0.6,0.72,0.73,317.65,33.66,274.42,0.22,0.98,50.22,51.22,9.97,98.05,25.19,0.36,0.0,21.19,42.11,5.71,84.01,7.97,0.03,0.29,0.29,508.29,97.01,373.15,0.62,0.93,13.72,14.72,19.47,93.21,20.31,0.16,0.0,19.22,33.61,15,0
3307,10.08,10.8,28.66,,,,1038.02,121.23,0.0,280.25,0.07,0.07,1.07,10.08,6.69,150.59,2.07,0.0,0.0,0.0,5.85,6.24,15.95,,,,992.28,74.6,,192.9,0.06,0.07,1.07,5.85,6.3,92.86,2.21,0.0,0.0,0.0,12.8,14.05,34.19,10.48,15.1,17.33,972.33,160.37,34.72,77.63,0.09,0.1,1.1,12.8,8.88,144.19,2.44,0.0,0.0,0.0,15,0
3308,19.85,24.71,44.53,4.05,4.99,8.33,818.88,42.77,34.76,154.74,0.11,0.14,1.24,35.36,19.66,249.47,1.61,1.7,34.8,131.36,0.3,0.38,0.68,2.54,3.41,6.17,815.48,55.66,61.01,178.98,0.13,0.16,1.25,15.79,20.13,71.08,1.65,0.36,34.7,101.8,2.53,3.1,5.16,3.3,3.98,7.64,744.13,34.9,51.67,189.24,0.12,0.15,1.23,19.47,12.08,85.84,1.84,0.0,25.3,63.43,15,0
3309,8.9,10.45,822.95,6.76,12.2,13.74,33762.72,6578.07,1129.67,1898.16,0.07,0.08,1.18,18.65,14.89,261.96,2.43,0.24,902.39,-116.23,7.43,8.39,88.68,6.52,11.32,14.07,4346.03,666.07,138.97,387.71,0.06,0.07,1.13,15.56,11.5,266.83,2.2,0.17,97.05,-136.41,12.48,13.67,84.85,5.06,8.93,11.19,2474.79,82.8,111.86,266.5,0.06,0.06,1.1,20.65,5.9,355.86,2.68,0.25,39.86,231.58,15,0
3310,-25.4,-48.28,-38.31,2.11,2.11,2.11,235.25,,257.25,,0.47,0.9,1.9,-25.4,47.39,-53.61,,0.0,0.0,0.0,-6.48,-21.69,-61.33,1.34,1.34,1.42,3444.63,,2388.86,178.78,0.7,2.35,3.35,-6.48,70.12,-9.24,,0.0,0.0,0.0,10.39,32.86,658.25,1.4,1.41,1.46,23064.52,87.38,15598.83,838.83,0.68,2.16,3.16,10.43,68.38,15.19,,0.0,2.43,-0.08,15,0
3311,21.52,64.03,68.72,0.38,1.09,1.32,1165.39,532.23,429.37,183.06,0.66,1.98,2.98,29.85,66.39,35.96,2.66,28.53,26.58,-923.03,13.27,20.19,31.68,2.28,2.35,2.67,869.42,20.75,292.51,96.41,0.34,0.52,1.52,27.24,34.31,56.11,7.29,0.0,33.37,-48.87,-0.38,-1.07,-2.09,0.75,1.2,1.51,2023.83,461.85,1040.37,326.17,0.65,1.84,2.84,11.86,64.77,2.87,1.91,0.0,68.01,-60.55,15,0
3312,8.96,4.62,1.14,-1.03,-1.03,-1.03,46.6,,-44.69,,-0.94,-0.48,0.52,78.28,-93.92,-9.54,,0.0,8.85,65.04,-13.22,-20.96,-33.51,2.82,2.9,2.9,922.22,23.91,314.57,,0.37,0.58,1.58,15.19,36.89,-35.85,,0.0,71.99,156.46,5.41,7.02,4.42,5.84,6.02,6.02,296.97,8.75,47.08,,17.37,22.51,1.3,28.48,17.37,31.17,,0.0,13.9,52.88,15,0
3313,-5.97,-13.68,-22.02,0.0,0.17,0.7,1345.74,78.83,331.11,254.88,0.44,1.02,2.29,10.67,56.33,10.36,0.66,10.84,61.35,288.41,-3.5,-8.13,-11.77,0.0,0.17,0.65,1222.45,77.35,345.03,218.71,0.46,1.07,2.32,12.83,56.88,16.22,0.65,8.55,54.85,300.29,0.35,0.76,0.91,0.01,0.09,0.7,951.77,26.35,226.38,188.73,0.46,1.01,2.19,19.13,46.0,27.52,0.74,9.07,35.02,103.92,15,0
3314,-0.09,-0.15,-0.59,0.89,1.61,4.26,2438.6,93.27,87.66,353.16,0.11,0.18,1.67,16.36,40.07,114.71,0.84,2.34,109.89,-1133.6,-0.27,-0.42,-1.79,1.19,2.16,5.81,2398.95,108.04,98.2,412.8,0.1,0.15,1.56,17.38,35.77,127.13,0.94,0.56,116.36,-2605.74,0.29,0.44,2.27,1.37,2.14,5.56,2847.45,103.39,133.45,456.31,0.1,0.15,1.52,18.73,9.54,106.84,0.94,0.0,102.74,-280.71,15,0
3315,4.11,4.18,64.8,7.7,10.69,10.69,5747.99,249.59,83.56,0.0,0.01,0.01,1.01,4.11,1.47,289.26,1.17,0.0,0.0,0.0,1.69,5.32,,0.2,0.29,0.29,6002.06,336.1,4055.83,,0.68,2.16,3.16,1.69,68.32,2.64,0.39,0.0,0.0,0.0,4.19,12.31,,0.25,0.28,0.28,5880.84,108.88,3835.12,,0.66,1.94,2.94,4.19,65.94,6.5,0.42,0.0,0.0,0.0,15,0
3316,0.71,8.26,1.39,0.27,1.03,1.88,716.69,176.18,236.96,204.27,0.85,9.9,11.69,18.51,91.44,10.0,0.6,0.0,34.95,93.28,-9.62,-5869.75,-20.07,0.33,0.61,1.42,759.65,96.42,362.36,295.43,0.94,571.74,610.33,8.35,99.84,-3.57,0.37,0.0,37.5,294.9,-17.28,110.99,-25.15,0.26,0.55,0.9,530.0,75.66,303.08,108.08,1.04,-6.69,-6.42,1.83,104.06,-10.76,-0.11,0.0,20.2,292.57,15,0
3317,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,-8.23,-8.23,-126.67,,,,5605.6,,,,,,1.0,-8.23,0.0,,,0.0,0.0,0.0,24.76,26.64,12.47,4.86,14.18,14.18,183.29,7.3,12.79,,7.05,7.59,1.08,24.76,7.05,351.04,,0.0,0.0,0.0,15,0
3318,96.26,114.21,51.01,3.42,4.77,4.77,193.42,40.4,29.92,,0.16,0.19,1.19,127.57,15.72,616.9,3.37,0.0,16.59,21.14,83.38,124.6,34.29,1.43,2.25,2.25,149.71,40.05,48.85,,0.33,0.49,1.49,114.76,33.08,278.07,2.6,0.0,12.91,20.5,56.48,88.37,51.27,0.01,2.6,2.6,330.39,304.47,117.7,,0.36,0.56,1.56,66.29,36.08,165.48,9.92,0.0,8.9,10.68,15,0
